link,id,gender,age,nationality,noncountry,education,occupation,province,city,id.1,g1_public_indoor,g2_public_outdoor,g3_anti_smoking_ads,g4_smoking_public_venues,g5_accept_free_hookah,g6_quit_difficulty,g7_harmful_hookah_cigarettes,g8_water_filter_harmless,g9_flavor_reduce_harm,g10_workplace_smoking_restrictions,g11_current_tobacco_use,id.2,cs_q1_age,cs_q2_reason_gaining_peace_of_mind,cs_q2_reason_relieving_fatigue,cs_q2_reason_gaining_pleasure,cs_q2_reason_gaining_experience,cs_q2_reason_life_pressure_and_stress,cs_q2_reason_imitating_others,cs_q2_reason_as_a_hobby_and_entertainment,cs_q2_reason_feeling_of_greatness,cs_q2_reason_curiosity,cs_q2_reason_stubbornness_against_parents,cs_q2_reason_mental_emotional_problems,cs_q2_reason_hopelessness_about_the_future_of_life,cs_q2_reason_combined,cs_q3_daily_cigarette_consumption,cs_q4_morning_urge_to_smoke,cs_q5_time_to_first_cigarette,cs_q6_peak_smoking_times,cs_q7_hardest_cigarette_to_skip,cs_q8_smoke_when_sick,cs_q9_first_smoking_location,cs_q10_smoking_start_reason,cs_q11_enjoy_smoking_agreement,cs_q12_bothered_by_smoking_restrictions,cs_q13_smokers_friend_count_opinion,cs_q14_smoking_affects_respect_opinion,cs_q15_recommend_smoking_to_others,id.3,qcs_q1_wants_quit,qcs_q2_attempted_quit,qcs_q3_quitreason_illness_fear,qcs_q3_quitreason_family_insistence,qcs_q3_quitreason_for_children,qcs_q3_quitreason_healthcare_advice,qcs_q3_quitreason_workplace_rules,qcs_q3_quitreason_tired,qcs_q3_quitreason_highcost,qcs_q3_quitreason_others,qcs_q3_quitreason_combined,qcs_q4_num_attempts,qcs_q5_time_between_quits,qcs_q6_last_quit,qcs_q7_failure_reasons,qcs_q8_quit_methods,qcs_q9_withdrawal_symptoms_craving,qcs_q9_withdrawal_symptoms_irritability,qcs_q9_withdrawal_symptoms_productivecough,qcs_q9_withdrawal_symptoms_concentrationloss,qcs_q9_withdrawal_symptoms_weightgain,qcs_q9_withdrawal_symptoms_others,qcs_q9_withdrawal_symptoms_combined,qcs_q10_canquit_again,qcs_q11_supporters,id.4,hs_q1_age_started_smoking,hs_q2_reason_gaining_peace_of_mind,hs_q2_reason_relieving_fatigue,hs_q2_reason_gaining_pleasure,hs_q2_reason_gaining_experience,hs_q2_reason_life_pressure_and_stress,hs_q2_reason_imitating_others,hs_q2_reason_as_a_hobby_and_entertainment,hs_q2_reason_feeling_of_greatness,hs_q2_reason_curiosity,hs_q2_reason_stubbornness_against_parents,hs_q2_reason_mental_emotional_problems,hs_q2_reason_hopelessness_about_the_future_of_life,hs_q2_reason_combined,hs_q3_daily_hooka_consumption,hs_q4_morning_urge_to_smoke,hs_q5_time_to_first_hooka,hs_q6_peak_smoking_times,hs_q7_time_per_session,hs_q8_tobacco_type,hs_q9_hardest_hookah_to_skip,hs_q10_smoke_when_sick,hs_q11_first_time_location,hs_q12_how_start,hs_q13_enjoy_smoking_agreement,hs_q14_bothered_by_smoking_restrictions,hs_q15_smokers_friend_count_opinion,hs_q16_smoking_affects_respect_opinion,hs_q17_recommend_smoking_to_others,id.5,qhs_q1_wants_quit,qhs_q2_attempted_quit,qhs_q3_quitreason_illness_fear,qhs_q3_quitreason_family_insistence,qhs_q3_quitreason_for_children,qhs_q3_quitreason_healthcare_advice,qhs_q3_quitreason_workplace_rules,qhs_q3_quitreason_tired,qhs_q3_quitreason_highcost,qhs_q3_quitreason_others,qhs_q3_quitreason_combined,qhs_q4_num_attempts,qhs_q5_time_between_quits,qhs_q6_last_quit,qhs_q7_failure_reasons,qhs_q8_quit_methods,qhs_q9_withdrawal_symptoms_craving,qhs_q9_withdrawal_symptoms_irritability,qhs_q9_withdrawal_symptoms_productivecough,qhs_q9_withdrawal_symptoms_concentrationloss,qhs_q9_withdrawal_symptoms_weightgain,qhs_q9_withdrawal_symptoms_others,qhs_q9_withdrawal_combined,qhs_q10_canquit_again,qhs_q11_supporters,id.6,res_q1_past_month_shortness_of_breath,res_q2_productivecogh,res_q3_ability_reduces,res_q4_diagnosed_respiratory_illness,res_q5_condition_diagnosed,id.7,surveyor,surveyor_id,spam,start_date,end_date,greg_start_date,greg_end_date,res_time_sec,res_time_min,new_ser,new_sur
https://survey.porsline.ir/n/k/7qvDfHG/sYWM?review_token=None,sYWM,زن,18,ایرانی,,پیش دانشگاهی,محصل,فارس,شيراز,sYWM,بلی,بلی,بلی,خیر,خیر,بلی,بلی,خیر,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,sYWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,sYWM,,,,,,,,,,,,,,,,,,,,,,,,,,sYWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sYWM,,,,,,,,,,,,,,,,,,,,,,,,,,sYWM,Never,Only when I have a cold or infection,I don't know,no,,sYWM,no,9999,,1399/12/16-10:51:10,1399/12/16-10:54:30,2021-03-06 10:51:10,2021-03-06 10:54:30,200,3.3,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/0gLx?review_token=None,0gLx,زن,42,ایرانی,,کارشناسی ( لیسانس),خانه دار,بوشهر,بوشهر,0gLx,بلی,نظری ندارم,خیر,خیر,خیر,بلی,بلی,خیر,ضرر دارد اما خیلی کم,بله,اصلا مصرف نمیکنم,0gLx,,,,,,,,,,,,,,,,,,,,,,,,,,,,0gLx,,,,,,,,,,,,,,,,,,,,,,,,,,0gLx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0gLx,,,,,,,,,,,,,,,,,,,,,,,,,,0gLx,A short time,No - Never,Strongly disagree,yes,asthma,0gLx,no,9999,,1399/12/16-10:53:45,1399/12/16-10:57:11,2021-03-06 10:53:45,2021-03-06 10:57:11,206,3.4,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/ClOB?review_token=None,ClOB,زن,42,ایرانی,,دبیرستان,خانه دار,فارس,شهر جديد صدرا,ClOB,بلی,بلی,خیر,خیر,خیر,بلی,بلی,خیر,فرقی با سنتی ندارد,خیر,اصلا مصرف نمیکنم,ClOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClOB,,,,,,,,,,,,,,,,,,,,,,,,,,ClOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClOB,,,,,,,,,,,,,,,,,,,,,,,,,,ClOB,Never,No - Never,Strongly disagree,no,,ClOB,no,9999,,1399/12/16-10:58:52,1399/12/16-11:03:56,2021-03-06 10:58:52,2021-03-06 11:03:56,304,5.1,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/4QgP?review_token=None,4QgP,مرد,40,ایرانی,,دکترا و بالاتر,کارمند,لرستان,خرم آباد,4QgP,بلی,خیر,خیر,خیر,خیر,نظری ندارم,بلی,خیر,بلی کاملا بی ضرر است,بله,اصلا مصرف نمیکنم,4QgP,,,,,,,,,,,,,,,,,,,,,,,,,,,,4QgP,,,,,,,,,,,,,,,,,,,,,,,,,,4QgP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4QgP,,,,,,,,,,,,,,,,,,,,,,,,,,4QgP,Never,No - Never,Strongly disagree,no,,4QgP,no,9999,,1399/12/16-10:58:17,1399/12/16-11:06:10,2021-03-06 10:58:17,2021-03-06 11:06:10,473,7.9,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/uw0g?review_token=None,uw0g,زن,28,ایرانی,,دیپلم,خانه دار,فارس,شيراز,uw0g,بلی,بلی,بلی,بلی,خیر,بلی,بلی,خیر,فرقی با سنتی ندارد,خیر,اصلا مصرف نمیکنم,uw0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,uw0g,,,,,,,,,,,,,,,,,,,,,,,,,,uw0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uw0g,,,,,,,,,,,,,,,,,,,,,,,,,,uw0g,Never,No - Never,Strongly disagree,no,,uw0g,no,9999,,1399/12/16-11:04:31,1399/12/16-11:10:01,2021-03-06 11:04:31,2021-03-06 11:10:01,330,5.5,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/oLfh?review_token=None,oLfh,زن,29,ایرانی,,کارشناسی ( لیسانس),کارمند,فارس,شيراز,oLfh,بلی,بلی,خیر,خیر,خیر,بلی,بلی,نظری ندارم,فرقی با سنتی ندارد,خیر,اصلا مصرف نمیکنم,oLfh,,,,,,,,,,,,,,,,,,,,,,,,,,,,oLfh,,,,,,,,,,,,,,,,,,,,,,,,,,oLfh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oLfh,,,,,,,,,,,,,,,,,,,,,,,,,,oLfh,Never,No - Never,Disagree,no,,oLfh,no,9999,,1399/12/16-10:16:34,1399/12/16-10:19:26,2021-03-06 10:16:34,2021-03-06 10:19:26,172,2.9,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/3O74?review_token=None,3O74,زن,42,ایرانی,,کارشناسی ( لیسانس),کارمند,فارس,شيراز,3O74,بلی,بلی,خیر,خیر,خیر,بلی,بلی,خیر,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,3O74,,,,,,,,,,,,,,,,,,,,,,,,,,,,3O74,,,,,,,,,,,,,,,,,,,,,,,,,,3O74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3O74,,,,,,,,,,,,,,,,,,,,,,,,,,3O74,Never,No - Never,Strongly disagree,no,,3O74,no,9999,,1399/12/16-11:10:35,1399/12/16-11:14:19,2021-03-06 11:10:35,2021-03-06 11:14:19,224,3.7,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/yjUw?review_token=None,yjUw,زن,56,ایرانی,,ابتدایی,خانه دار,هرمزگان,بندرعباس,yjUw,بلی,بلی,بلی,بلی,خیر,خیر,بلی,خیر,فرقی با سنتی ندارد,خیر,اصلا مصرف نمیکنم,yjUw,,,,,,,,,,,,,,,,,,,,,,,,,,,,yjUw,,,,,,,,,,,,,,,,,,,,,,,,,,yjUw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yjUw,,,,,,,,,,,,,,,,,,,,,,,,,,yjUw,Never,Only when I have a cold or infection,Strongly disagree,no,,yjUw,no,9999,,1399/12/16-11:16:55,1399/12/16-11:22:31,2021-03-06 11:16:55,2021-03-06 11:22:31,336,5.6,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/630g?review_token=None,630g,زن,36,ایرانی,,کارشناسی ( لیسانس),آزاد,فارس,شيراز,630g,بلی,بلی,خیر,خیر,خیر,بلی,بلی,خیر,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,630g,,,,,,,,,,,,,,,,,,,,,,,,,,,,630g,,,,,,,,,,,,,,,,,,,,,,,,,,630g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630g,,,,,,,,,,,,,,,,,,,,,,,,,,630g,A short time,Only when I have a cold or infection,Strongly disagree,no,,630g,no,9999,,1399/12/16-11:20:41,1399/12/16-11:25:48,2021-03-06 11:20:41,2021-03-06 11:25:48,307,5.1,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/whc1?review_token=None,whc1,زن,42,ایرانی,,کارشناسی ( لیسانس),خانه دار,بوشهر,بوشهر,whc1,بلی,بلی,بلی,خیر,خیر,بلی,بلی,خیر,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,whc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,whc1,,,,,,,,,,,,,,,,,,,,,,,,,,whc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whc1,,,,,,,,,,,,,,,,,,,,,,,,,,whc1,Never,Only when I have a cold or infection,I don't know,no,,whc1,no,9999,,1399/12/16-11:24:50,1399/12/16-11:28:18,2021-03-06 11:24:50,2021-03-06 11:28:18,208,3.5,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/gvT6?review_token=None,gvT6,زن,36,ایرانی,,کارشناسی ( لیسانس),خانه دار,فارس,شيراز,gvT6,بلی,نظری ندارم,بلی,خیر,بلی,بلی,بلی,خیر,فرقی با سنتی ندارد,خیر,اصلا مصرف نمیکنم,gvT6,,,,,,,,,,,,,,,,,,,,,,,,,,,,gvT6,,,,,,,,,,,,,,,,,,,,,,,,,,gvT6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gvT6,,,,,,,,,,,,,,,,,,,,,,,,,,gvT6,Never,Only when I have a cold or infection,I don't know,no,,gvT6,no,9999,,1399/12/16-11:27:58,1399/12/16-11:31:50,2021-03-06 11:27:58,2021-03-06 11:31:50,232,3.9,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/MjzC?review_token=None,MjzC,زن,38,ایرانی,,کارشناسی ارشد (فوق لیسانس),آزاد,كهگيلويه وبويراحمد,باشت,MjzC,بلی,بلی,خیر,خیر,خیر,بلی,بلی,خیر,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,MjzC,,,,,,,,,,,,,,,,,,,,,,,,,,,,MjzC,,,,,,,,,,,,,,,,,,,,,,,,,,MjzC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MjzC,,,,,,,,,,,,,,,,,,,,,,,,,,MjzC,Never,Only when I have a cold or infection,Strongly disagree,yes,seasonal allergy,MjzC,no,9999,,1399/12/16-11:31:09,1399/12/16-11:34:12,2021-03-06 11:31:09,2021-03-06 11:34:12,183,3,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/ykoc?review_token=None,ykoc,مرد,54,ایرانی,,دبیرستان,کارگر,آذربايجان شرقي,آذرشهر,ykoc,بلی,بلی,بلی,بلی,بلی,نظری ندارم,بلی,نظری ندارم,ضرر دارد اما خیلی کم,بله,اصلا مصرف نمیکنم,ykoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,ykoc,,,,,,,,,,,,,,,,,,,,,,,,,,ykoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ykoc,,,,,,,,,,,,,,,,,,,,,,,,,,ykoc,Sometimes,Yes - A few days a month,Disagree,no,,ykoc,no,9999,,1399/12/16-11:29:49,1399/12/16-11:34:45,2021-03-06 11:29:49,2021-03-06 11:34:45,296,4.9,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/ofFG?review_token=None,ofFG,مرد,40,ایرانی,,کارشناسی ( لیسانس),آزاد,فارس,سيدان,ofFG,بلی,بلی,خیر,خیر,خیر,بلی,بلی,خیر,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,ofFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,ofFG,,,,,,,,,,,,,,,,,,,,,,,,,,ofFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ofFG,,,,,,,,,,,,,,,,,,,,,,,,,,ofFG,Never,Only when I have a cold or infection,Disagree,no,,ofFG,no,9999,,1399/12/16-11:31:30,1399/12/16-11:35:23,2021-03-06 11:31:30,2021-03-06 11:35:23,233,3.9,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/hjM1?review_token=None,hjM1,مرد,38,ایرانی,,دکترا و بالاتر,آزاد,فارس,شيراز,hjM1,بلی,بلی,خیر,خیر,خیر,بلی,بلی,خیر,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,hjM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,hjM1,,,,,,,,,,,,,,,,,,,,,,,,,,hjM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hjM1,,,,,,,,,,,,,,,,,,,,,,,,,,hjM1,Never,No - Never,Strongly disagree,no,,hjM1,no,9999,,1399/12/16-11:30:20,1399/12/16-11:36:47,2021-03-06 11:30:20,2021-03-06 11:36:47,387,6.5,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/LiFa?review_token=None,LiFa,زن,21,ایرانی,,کارشناسی ( لیسانس),دانشجو,فارس,شيراز,LiFa,بلی,بلی,خیر,خیر,خیر,بلی,بلی,خیر,فرقی با سنتی ندارد,خیر,اصلا مصرف نمیکنم,LiFa,,,,,,,,,,,,,,,,,,,,,,,,,,,,LiFa,,,,,,,,,,,,,,,,,,,,,,,,,,LiFa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LiFa,,,,,,,,,,,,,,,,,,,,,,,,,,LiFa,Never,Only when I have a cold or infection,I don't know,no,,LiFa,no,9999,,1399/12/16-11:39:33,1399/12/16-11:42:30,2021-03-06 11:39:33,2021-03-06 11:42:30,177,3,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/ljff?review_token=None,ljff,مرد,52,ایرانی,,دکترا و بالاتر,کارمند,فارس,شيراز,ljff,بلی,بلی,خیر,خیر,بلی,بلی,بلی,خیر,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,ljff,,,,,,,,,,,,,,,,,,,,,,,,,,,,ljff,,,,,,,,,,,,,,,,,,,,,,,,,,ljff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ljff,,,,,,,,,,,,,,,,,,,,,,,,,,ljff,Never,No - Never,Strongly disagree,no,,ljff,no,9999,,1399/12/16-11:10:02,1399/12/16-11:14:27,2021-03-06 11:10:02,2021-03-06 11:14:27,265,4.4,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/J4m1?review_token=None,J4m1,زن,23,ایرانی,,کارشناسی ( لیسانس),آزاد,تهران,تهران,J4m1,بلی,بلی,خیر,خیر,خیر,خیر,نظری ندارم,خیر,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,J4m1,,,,,,,,,,,,,,,,,,,,,,,,,,,,J4m1,,,,,,,,,,,,,,,,,,,,,,,,,,J4m1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J4m1,,,,,,,,,,,,,,,,,,,,,,,,,,J4m1,Sometimes,Only when I have a cold or infection,Disagree,no,,J4m1,no,9999,,1400/02/22-19:51:35,1400/02/22-19:55:08,2021-05-12 19:51:35,2021-05-12 19:55:08,213,3.5,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/Eknl?review_token=None,Eknl,مرد,35,ایرانی,,دکترا و بالاتر,دنبال کار هستم,تهران,تهران,Eknl,نظری ندارم,خیر,بلی,بلی,بلی,بلی,خیر,بلی,بلی کاملا بی ضرر است,بله,اصلا مصرف نمیکنم,Eknl,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eknl,,,,,,,,,,,,,,,,,,,,,,,,,,Eknl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eknl,,,,,,,,,,,,,,,,,,,,,,,,,,Eknl,,,,,,Eknl,no,9999,,1399/12/08-13:35:44,1399/12/08-13:39:04,2021-02-26 13:35:44,2021-02-26 13:39:04,200,3.3,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/hfYp?review_token=None,hfYp,مرد,23,ایرانی,,کارشناسی ( لیسانس),دنبال کار هستم,قزوين,قزوين,hfYp,بلی,بلی,خیر,خیر,خیر,بلی,بلی,خیر,فرقی با سنتی ندارد,خیر,اصلا مصرف نمیکنم,hfYp,,,,,,,,,,,,,,,,,,,,,,,,,,,,hfYp,,,,,,,,,,,,,,,,,,,,,,,,,,hfYp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hfYp,,,,,,,,,,,,,,,,,,,,,,,,,,hfYp,Never,No - Never,Strongly disagree,no,,hfYp,no,9999,,1400/02/22-21:31:19,1400/02/22-21:36:05,2021-05-12 21:31:19,2021-05-12 21:36:05,286,4.8,9999,9999
https://survey.porsline.ir/n/k/7qvDfHG/1eUR?review_token=None,1eUR,مرد,25,ایرانی,,دیپلم,آزاد,فارس,فسا,1eUR,نظری ندارم,نظری ندارم,خیر,خیر,خیر,بلی,بلی,نظری ندارم,ضرر دارد اما خیلی کم,بله,اصلا مصرف نمیکنم,1eUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,1eUR,,,,,,,,,,,,,,,,,,,,,,,,,,1eUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1eUR,,,,,,,,,,,,,,,,,,,,,,,,,,1eUR,Never,Only when I have a cold or infection,Disagree,no,,1eUR,yes,1412,spam,1400/04/12-11:53:47,1400/04/12-11:55:25,2021-07-03 11:53:47,2021-07-03 11:55:25,98,1.6,1000,1412
https://survey.porsline.ir/n/k/7qvDfHG/N0To?review_token=None,N0To,زن,20,ایرانی,,پیش دانشگاهی,دانشجو,فارس,فسا,N0To,نظری ندارم,نظری ندارم,بلی,خیر,خیر,بلی,بلی,نظری ندارم,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,N0To,,,,,,,,,,,,,,,,,,,,,,,,,,,,N0To,,,,,,,,,,,,,,,,,,,,,,,,,,N0To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N0To,,,,,,,,,,,,,,,,,,,,,,,,,,N0To,Never,Only when I have a cold or infection,I don't know,no,,N0To,yes,1412,spam,1400/04/12-12:08:32,1400/04/12-12:11:33,2021-07-03 12:08:32,2021-07-03 12:11:33,181,3,1000,1412
https://survey.porsline.ir/n/k/7qvDfHG/BkuE?review_token=None,BkuE,زن,18,ایرانی,,دبیرستان,محصل,فارس,فسا,BkuE,نظری ندارم,نظری ندارم,بلی,خیر,خیر,نظری ندارم,بلی,نظری ندارم,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,BkuE,,,,,,,,,,,,,,,,,,,,,,,,,,,,BkuE,,,,,,,,,,,,,,,,,,,,,,,,,,BkuE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BkuE,,,,,,,,,,,,,,,,,,,,,,,,,,BkuE,Never,Only when I have a cold or infection,I don't know,no,,BkuE,yes,1412,spam,1400/04/12-12:19:49,1400/04/12-12:23:18,2021-07-03 12:19:49,2021-07-03 12:23:18,209,3.5,1000,1412
https://survey.porsline.ir/n/k/7qvDfHG/qLWR?review_token=None,qLWR,مرد,20,ایرانی,,دیپلم,دنبال کار هستم,فارس,مرودشت,qLWR,بلی,بلی,بلی,بلی,بلی,خیر,بلی,بلی,بلی کاملا بی ضرر است,خیر,اصلا مصرف نمیکنم,qLWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,qLWR,,,,,,,,,,,,,,,,,,,,,,,,,,qLWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qLWR,,,,,,,,,,,,,,,,,,,,,,,,,,qLWR,Never,No - Never,Disagree,no,,qLWR,yes,1419,spam,1400/04/12-12:42:48,1400/04/12-12:46:51,2021-07-03 12:42:48,2021-07-03 12:46:51,243,4,1000,1419
https://survey.porsline.ir/n/k/7qvDfHG/SNsG?review_token=None,SNsG,مرد,35,ایرانی,,کارشناسی ارشد (فوق لیسانس),کارمند,فارس,مرودشت,SNsG,بلی,بلی,بلی,بلی,خیر,نظری ندارم,بلی,خیر,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,SNsG,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNsG,,,,,,,,,,,,,,,,,,,,,,,,,,SNsG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNsG,,,,,,,,,,,,,,,,,,,,,,,,,,SNsG,Never,Only when I have a cold or infection,I don't know,no,,SNsG,yes,1419,spam,1400/04/12-12:54:18,1400/04/12-12:57:51,2021-07-03 12:54:18,2021-07-03 12:57:51,213,3.5,1000,1419
https://survey.porsline.ir/n/k/7qvDfHG/Mb24?review_token=None,Mb24,مرد,21,ایرانی,,پیش دانشگاهی,دانشجو,فارس,فسا,Mb24,بلی,بلی,بلی,خیر,خیر,بلی,بلی,نظری ندارم,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,Mb24,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mb24,,,,,,,,,,,,,,,,,,,,,,,,,,Mb24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mb24,,,,,,,,,,,,,,,,,,,,,,,,,,Mb24,Never,Only when I have a cold or infection,Disagree,no,,Mb24,yes,1412,spam,1400/04/12-13:28:54,1400/04/12-13:34:40,2021-07-03 13:28:54,2021-07-03 13:34:40,346,5.8,1000,1412
https://survey.porsline.ir/n/k/7qvDfHG/zZLz?review_token=None,zZLz,زن,20,ایرانی,,دیپلم,خانه دار,فارس,مرودشت,zZLz,بلی,بلی,بلی,بلی,بلی,خیر,بلی,خیر,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,zZLz,,,,,,,,,,,,,,,,,,,,,,,,,,,,zZLz,,,,,,,,,,,,,,,,,,,,,,,,,,zZLz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zZLz,,,,,,,,,,,,,,,,,,,,,,,,,,zZLz,Never,No - Never,Strongly disagree,no,,zZLz,yes,1419,spam,1400/04/12-13:44:37,1400/04/12-13:49:37,2021-07-03 13:44:37,2021-07-03 13:49:37,300,5,1000,1419
https://survey.porsline.ir/n/k/7qvDfHG/5U55?review_token=None,5U55,زن,30,ایرانی,,راهنمایی,خانه دار,فارس,كازرون,5U55,بلی,بلی,بلی,بلی,بلی,بلی,بلی,بلی,بلی کاملا بی ضرر است,بله,اصلا مصرف نمیکنم,5U55,,,,,,,,,,,,,,,,,,,,,,,,,,,,5U55,,,,,,,,,,,,,,,,,,,,,,,,,,5U55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5U55,,,,,,,,,,,,,,,,,,,,,,,,,,5U55,Never,No - Never,Strongly disagree,yes,seasonal allergy,5U55,yes,1411,spam,1400/04/09-10:06:13,1400/04/09-10:07:31,2021-06-30 10:06:13,2021-06-30 10:07:31,78,1.3,1000,1411
https://survey.porsline.ir/n/k/7qvDfHG/xTN9?review_token=None,xTN9,مرد,52,ایرانی,,نهضت,آزاد,فارس,مرودشت,xTN9,بلی,بلی,بلی,خیر,خیر,نظری ندارم,بلی,خیر,فرقی با سنتی ندارد,خیر,اصلا مصرف نمیکنم,xTN9,,,,,,,,,,,,,,,,,,,,,,,,,,,,xTN9,,,,,,,,,,,,,,,,,,,,,,,,,,xTN9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xTN9,,,,,,,,,,,,,,,,,,,,,,,,,,xTN9,Sometimes,Yes - A few days a month,Strongly agree,yes,asthma,xTN9,yes,1419,spam,1400/04/12-14:00:04,1400/04/12-14:04:47,2021-07-03 14:00:04,2021-07-03 14:04:47,283,4.7,1000,1419
https://survey.porsline.ir/n/k/7qvDfHG/Z62y?review_token=None,Z62y,مرد,28,ایرانی,,راهنمایی,کارگر,فارس,مرودشت,Z62y,بلی,بلی,بلی,بلی,بلی,بلی,خیر,بلی,ضرر دارد اما خیلی کم,بله,اصلا مصرف نمیکنم,Z62y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z62y,,,,,,,,,,,,,,,,,,,,,,,,,,Z62y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z62y,,,,,,,,,,,,,,,,,,,,,,,,,,Z62y,Never,No - Never,Disagree,no,,Z62y,yes,1419,spam,1400/04/12-14:12:03,1400/04/12-14:17:52,2021-07-03 14:12:03,2021-07-03 14:17:52,349,5.8,1000,1419
https://survey.porsline.ir/n/k/7qvDfHG/G2AU?review_token=None,G2AU,زن,65,ایرانی,,نهضت,خانه دار,فارس,فسا,G2AU,نظری ندارم,نظری ندارم,خیر,خیر,خیر,بلی,بلی,نظری ندارم,فرقی با سنتی ندارد,بله,اصلا مصرف نمیکنم,G2AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2AU,,,,,,,,,,,,,,,,,,,,,,,,,,G2AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2AU,,,,,,,,,,,,,,,,,,,,,,,,,,G2AU,Never,Only when I have a cold or infection,I don't know,no,,G2AU,yes,1412,spam,1400/04/12-14:23:07,1400/04/12-14:27:59,2021-07-03 14:23:07,2021-07-03 14:27:59,292,4.9,1000,1412
